mask_set,class,filename,corresponding_image,image_match,mask_match,foreground_pixels,foreground_percentage,duplicate_of_flat_mask,relationship,confidence,evidence
nested,Oil,00139_segmentation.tif,,False,,161987,3.8621,,NO_SAME_ID_IN_FLAT_SET(unexplained-subset),MEDIUM,no 00139.tif in flat set; nested IDs are 00000-00149 _segmentation.tif
nested,Oil,00140_segmentation.tif,00140.tif,True,,48118,1.1472,,SAME_ID.content-differs(alt-annotation-or-different-sample),MEDIUM,same basename ID but arrays differ: nested fg=48118 vs flat fg=96541
nested,Oil,00141_segmentation.tif,,False,,21700,0.5174,,NO_SAME_ID_IN_FLAT_SET(unexplained-subset),MEDIUM,no 00141.tif in flat set; nested IDs are 00000-00149 _segmentation.tif
nested,Oil,00142_segmentation.tif,00142.tif,True,,392924,9.368,,SAME_ID.content-differs(alt-annotation-or-different-sample),MEDIUM,same basename ID but arrays differ: nested fg=392924 vs flat fg=101742
nested,Oil,00143_segmentation.tif,00143.tif,True,,87005,2.0744,,SAME_ID.content-differs(alt-annotation-or-different-sample),MEDIUM,same basename ID but arrays differ: nested fg=87005 vs flat fg=74404
nested,Oil,00144_segmentation.tif,,False,,1765036,42.0817,,NO_SAME_ID_IN_FLAT_SET(unexplained-subset),MEDIUM,no 00144.tif in flat set; nested IDs are 00000-00149 _segmentation.tif
nested,Oil,00145_segmentation.tif,00145.tif,True,,59786,1.4254,,SAME_ID.content-differs(alt-annotation-or-different-sample),MEDIUM,same basename ID but arrays differ: nested fg=59786 vs flat fg=39891
nested,Oil,00146_segmentation.tif,00146.tif,True,,327154,7.8,,SAME_ID.content-differs(alt-annotation-or-different-sample),MEDIUM,same basename ID but arrays differ: nested fg=327154 vs flat fg=63896
nested,Oil,00147_segmentation.tif,,False,,150554,3.5895,,NO_SAME_ID_IN_FLAT_SET(unexplained-subset),MEDIUM,no 00147.tif in flat set; nested IDs are 00000-00149 _segmentation.tif
nested,Oil,00148_segmentation.tif,00148.tif,True,,97711,2.3296,,SAME_ID.content-differs(alt-annotation-or-different-sample),MEDIUM,same basename ID but arrays differ: nested fg=97711 vs flat fg=39697
nested,Oil,00149_segmentation.tif,00149.tif,True,,45263,1.0792,,SAME_ID.content-differs(alt-annotation-or-different-sample),MEDIUM,same basename ID but arrays differ: nested fg=45263 vs flat fg=30382
nested,No_oil,00000_segmentation.tif,00000.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00001_segmentation.tif,00001.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00002_segmentation.tif,00002.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00003_segmentation.tif,00003.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00004_segmentation.tif,00004.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00005_segmentation.tif,00005.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00006_segmentation.tif,00006.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00007_segmentation.tif,00007.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00008_segmentation.tif,00008.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00009_segmentation.tif,00009.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00010_segmentation.tif,00010.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00011_segmentation.tif,00011.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00012_segmentation.tif,00012.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00013_segmentation.tif,00013.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00014_segmentation.tif,00014.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00015_segmentation.tif,00015.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00016_segmentation.tif,00016.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00017_segmentation.tif,00017.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00018_segmentation.tif,00018.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00019_segmentation.tif,00019.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00020_segmentation.tif,00020.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00021_segmentation.tif,00021.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00022_segmentation.tif,00022.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00023_segmentation.tif,00023.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00024_segmentation.tif,00024.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00025_segmentation.tif,00025.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00026_segmentation.tif,00026.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00027_segmentation.tif,00027.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00028_segmentation.tif,00028.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00029_segmentation.tif,00029.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00030_segmentation.tif,00030.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00031_segmentation.tif,00031.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00032_segmentation.tif,00032.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00033_segmentation.tif,00033.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00034_segmentation.tif,00034.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00035_segmentation.tif,00035.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00036_segmentation.tif,00036.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00037_segmentation.tif,00037.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00038_segmentation.tif,00038.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00039_segmentation.tif,00039.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00040_segmentation.tif,00040.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00041_segmentation.tif,00041.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00042_segmentation.tif,00042.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00043_segmentation.tif,00043.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00044_segmentation.tif,00044.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00045_segmentation.tif,00045.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00046_segmentation.tif,00046.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00047_segmentation.tif,00047.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00048_segmentation.tif,00048.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00049_segmentation.tif,00049.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00050_segmentation.tif,00050.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00051_segmentation.tif,00051.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00052_segmentation.tif,00052.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00053_segmentation.tif,00053.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00054_segmentation.tif,00054.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00055_segmentation.tif,00055.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00056_segmentation.tif,00056.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00057_segmentation.tif,00057.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00058_segmentation.tif,00058.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00059_segmentation.tif,00059.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00060_segmentation.tif,00060.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00061_segmentation.tif,00061.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00062_segmentation.tif,00062.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00063_segmentation.tif,00063.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00064_segmentation.tif,00064.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00065_segmentation.tif,00065.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00066_segmentation.tif,00066.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00067_segmentation.tif,00067.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00068_segmentation.tif,00068.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00069_segmentation.tif,00069.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00070_segmentation.tif,00070.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00071_segmentation.tif,00071.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00072_segmentation.tif,00072.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00073_segmentation.tif,00073.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00074_segmentation.tif,00074.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00075_segmentation.tif,00075.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00076_segmentation.tif,00076.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00077_segmentation.tif,00077.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00078_segmentation.tif,00078.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00079_segmentation.tif,00079.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00080_segmentation.tif,00080.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00081_segmentation.tif,00081.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00082_segmentation.tif,00082.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00083_segmentation.tif,00083.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00084_segmentation.tif,00084.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00085_segmentation.tif,00085.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00086_segmentation.tif,00086.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00087_segmentation.tif,00087.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00088_segmentation.tif,00088.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00089_segmentation.tif,00089.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00090_segmentation.tif,00090.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00091_segmentation.tif,00091.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00092_segmentation.tif,00092.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00093_segmentation.tif,00093.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00094_segmentation.tif,00094.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00095_segmentation.tif,00095.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00096_segmentation.tif,00096.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00097_segmentation.tif,00097.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00098_segmentation.tif,00098.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00099_segmentation.tif,00099.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00100_segmentation.tif,00100.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00101_segmentation.tif,00101.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00102_segmentation.tif,00102.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00103_segmentation.tif,00103.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00104_segmentation.tif,00104.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00105_segmentation.tif,00105.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00106_segmentation.tif,00106.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00107_segmentation.tif,00107.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00108_segmentation.tif,00108.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00109_segmentation.tif,00109.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00110_segmentation.tif,00110.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00111_segmentation.tif,00111.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00112_segmentation.tif,00112.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00113_segmentation.tif,00113.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00114_segmentation.tif,00114.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00115_segmentation.tif,00115.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00116_segmentation.tif,00116.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00117_segmentation.tif,00117.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00118_segmentation.tif,00118.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00119_segmentation.tif,00119.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00120_segmentation.tif,00120.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00121_segmentation.tif,00121.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00122_segmentation.tif,00122.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00123_segmentation.tif,00123.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00124_segmentation.tif,00124.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00125_segmentation.tif,00125.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00126_segmentation.tif,00126.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
nested,No_oil,00127_segmentation.tif,00127.tif,True,00684.tif,0,0.0,00684.tif,EXACT_HASH_DUPLICATE_OF_FLAT,HIGH,pixel-hash matches flat Mask_no_oil/00684.tif
